Scenario,Demand1,Demand2,Demand3,Gen1,Gen2,Gen3,Cost
17.0,136.0053129344446,107.57995766256757,115.79309401710594,83.64069547476346,192.09697366460216,83.6406954747524,8454.172386652008
18.0,128.91599915244342,106.87496940092467,83.53970008207678,71.86196136338896,175.60674590867862,71.86196136337722,7679.086299473913
19.0,112.83931449676581,71.80909155642152,93.01321323053057,59.60635861287828,158.44890205797057,59.60635861286897,6900.6620816262275
20.0,120.54709158757927,80.85396127095584,113.14950036607718,70.45604506608339,173.63846309245528,70.45604506607361,7588.336266429802
21.0,119.27013306774357,81.23738038749524,101.70784332632994,66.82804611224704,168.55926455708445,66.82804611223719,7355.892385254858
22.0,110.63696899899051,102.08787923016159,82.98202574719083,64.91378646365196,165.87930104904962,64.9137864636413,7234.2568385191025
23.0,144.47547746402068,100.8897907718663,87.9486272613669,75.97467514627436,181.3645452047172,75.9746751462623,7946.717232751471
24.0,105.2208846849441,102.61845713819336,108.27429375390469,70.91577516973949,174.28208523757283,70.91577516972976,7617.969824041808
25.0,134.1602867216395,100.85081386743784,82.96178606936361,71.46261372309367,175.04765921226527,71.46261372308197,7653.2706711212595
26.0,119.33862914177091,74.63476238100519,114.52413703502374,68.67574369349106,171.146041170827,68.6757436934817,7473.960188247236
27.0,129.93192507310232,83.23592099410597,82.54233401144094,64.91475884668326,165.8806623852936,64.91475884667236,7234.318448394382
28.0,117.4392928686265,83.00733288106989,109.18424713352256,69.00908025979113,171.61271236364638,69.00908025978137,7495.329593918387
29.0,130.50229885420853,105.48850970305307,98.88859700647797,76.43511928347546,182.00916699679982,76.43511928346426,7976.880657636256
30.0,109.78376983753206,98.5297914889198,110.4314019446759,71.68969507976487,175.36557311160803,71.68969507975486,7667.946507702569
31.0,127.45108790277985,100.83868719818244,99.75182385457563,74.42399969282756,179.19359956989365,74.42399969281664,7845.430285055217
32.0,125.90931317527976,87.10164073434198,81.0167650697638,64.41991734689982,165.18788428559685,64.41991734688885,7202.988716183945
33.0,109.31565707973218,71.25716742746937,105.45641645055122,62.067423811123675,161.8943933355143,62.0674238111147,7054.68377174798
34.0,117.57423924305307,90.34282764658812,116.30265895704372,73.29991936669327,177.61988711330818,73.29991936668341,7772.2938903563645
35.0,114.971689165955,86.41531692142519,110.22204554172194,69.59089753799208,172.42725655312748,69.5908975379825,7532.679189953897
36.0,114.15192661966489,73.07919639315172,91.59005811655072,59.94740621454014,158.92636870029665,59.94740621453052,6921.937148868501
37.0,111.44885149016018,107.18790609370292,112.32481518257669,75.28281551956283,180.3959417273241,75.28281551955278,7901.469811651285
38.0,130.33615026041693,104.85842360750871,112.14688307596458,80.10042851293137,187.14059991803842,80.10042851292035,8218.432541443346
39.0,112.46280235544144,105.70235993959912,101.57368967662603,71.98201528580614,175.77482140006467,71.98201528579568,7686.853061517192
40.0,137.2976062065625,105.84365199693973,92.72013899887456,76.72394035366332,182.41351649506197,76.7239403536515,7995.821757862281
41.0,109.40207698110707,79.11740650167766,97.08431154505026,61.94229265526602,161.71920971731254,61.94229265525639,7046.824818783271
42.0,137.72059063689971,104.42922333025373,80.27808522124762,72.77291152602334,176.88207613636627,72.77291152601143,7738.087849093661
43.0,125.42989210310263,86.69644012595116,88.88431241882921,66.47371901410476,168.0632066196839,66.47371901409419,7333.325176140667
44.0,109.79461469334731,83.50460685614512,117.71638815650077,69.41635579590093,172.1828981142006,69.41635579589155,7521.4677646184155
45.0,117.92811728083021,90.75162486973464,108.12075835580711,71.1177942666013,174.56491197317933,71.1177942665913,7631.004418555489
46.0,119.54518409517176,108.87128330883843,118.49789179768445,79.97481152993251,186.96473614184023,79.97481152992184,8210.11177764951
47.0,115.07129183301457,89.88994023569542,92.03513239267079,65.29304837101557,166.4102677193597,65.29304837100544,7258.300409083642
48.0,116.3936197750987,71.47547789418131,104.38257335919587,63.89755030251318,164.4565704234588,63.89755030250385,7169.966853606732
49.0,125.10716092915446,72.05915004999957,91.14585856946445,62.73887339667336,162.8344227552818,62.73887339666328,7096.905568809006
50.0,141.33063543866615,79.5824756266789,85.79579488364892,68.1496782203142,170.40954950837647,68.14967822030322,7440.278435908505
51.0,124.57811041110253,109.42601816442402,89.68221086046002,73.14304101060692,177.40025741478402,73.14304101059564,7762.105995015675
52.0,131.88542189623513,100.46478461314871,89.50550175969599,72.60462007916372,176.64646811076386,72.6046200791522,7727.175841607023
53.0,134.1286539444744,84.71132530877013,105.29223322374318,73.27418014031221,177.58385219637378,73.2741801403017,7770.622028396878
54.0,130.34118843043578,91.43098736299034,83.61159080217634,67.75993135166985,169.86390389227387,67.75993135165872,7415.358568787495
55.0,138.41209982356952,82.83120259886944,87.46074041599417,68.73648318779647,171.23107646285135,68.73648318778524,7477.852474897903
56.0,106.63100566219056,93.63571772752968,107.1025744736913,68.34391113631843,170.68147559078434,68.3439111363087,7452.708213982636
57.0,105.66351315711425,90.48372233197124,89.05983100791752,61.82560779325715,161.55585091049875,61.82560779324707,7039.499027616137
58.0,130.806911616378,76.97465716019965,107.63750952409865,70.71149361786718,173.99609106495208,70.711493617857,7604.797153894411
59.0,120.46941385202149,107.46919954946938,85.50083776583973,70.12925034335497,173.18095048063194,70.12925034334364,7567.296006463892
60.0,118.64265404201034,74.53894084962356,116.98774473114251,69.16745283024875,171.83443396228807,69.16745283023954,7505.489892094927
61.0,140.09357413523924,80.31766510860622,106.39936184136715,74.06194149567257,178.6867180938781,74.06194149566186,7821.847312433803
62.0,137.68888800804865,92.2080324639785,101.18602313424026,75.31851282539516,180.44591795548826,75.318512825384,7903.802175320312
63.0,114.67409163601806,73.72411071223597,115.88863031813307,67.43730372542818,169.41222521553973,67.43730372541914,7394.752091689084
64.0,141.01672228653322,95.32405829093072,93.56119164194803,74.97116829984958,179.95963561972405,74.9711682998383,7881.117945749322
65.0,118.96838298450643,99.03822715480958,115.88441039810309,76.14441780514491,181.6021849271393,76.14441780513485,7957.832277007574
66.0,140.4834569706047,101.19502183430495,105.68126584617151,80.10580725034086,187.1481301504107,80.10580725032949,8218.788891583645
67.0,108.36559859980196,76.46514856378455,115.94216754108317,66.40379844256995,167.96531781953865,66.40379844256104,7328.87473598145
68.0,129.25716238638358,70.36788206466518,84.05886171464128,61.37761946051802,160.9286672446643,61.37761946050768,7011.397191130048
69.0,131.54007076432222,70.20246335384874,86.43232205669995,62.69848711027718,162.7778819543269,62.69848711026679,7094.363589842167
70.0,126.94935157466344,97.67580790770774,106.07845038010402,75.20694407722064,180.2897217080445,75.20694407721001,7896.513386380547
71.0,113.9707723784224,98.48716885390144,89.489963499872,66.74938374478506,168.44913724263608,66.74938374477463,7350.880288908038
72.0,118.01598792637071,99.85965620472096,105.98531596188859,73.19440002736889,177.4721600382529,73.19440002735847,7765.440803993291
73.0,138.96893641976712,96.30451569201374,102.73234413341886,77.35464595449304,183.29650433622473,77.35464595448191,8037.239110748585
74.0,108.7469907131237,84.70863212237734,90.60809470726902,61.48932868907076,161.08506016463835,61.489328689060876,7018.401017199928
75.0,114.75958573516334,108.92042219009782,95.72390898667041,71.88350497411977,175.63690696370287,71.88350497410887,7680.479838635751
76.0,140.68186220708452,95.24554503989052,111.79245214166593,80.21172334962279,187.29641268940634,80.21172334961177,8225.807128399872
77.0,125.10548372420769,93.07615538505436,99.70070775275455,71.43598437120316,175.01037811962084,71.4359843711926,7651.550309895433
78.0,112.80971951192178,98.89808461046022,91.23089449763424,67.04079371179103,168.85711119644458,67.04079371178062,7369.453834947427
79.0,105.97263865725816,95.81889183628671,87.08442717628196,62.904693432323164,163.0665708051906,62.90469343231302,7107.345808440695
80.0,142.61834337411656,108.1571430801035,116.59457560881793,85.99119472444619,195.3876726141571,85.99119472443469,8612.00595722229
81.0,119.80634801021777,70.6182646611547,117.13274250350901,68.39922211027952,170.7589109543316,68.39922211027027,7456.249108942693
82.0,122.12736593269257,108.66619276174679,118.54479908357011,80.68775228767208,187.96285320267557,80.68775228766172,8257.376239421135
83.0,139.1203782186944,81.77795568278343,95.403909144077,70.97124795459686,174.35974713637208,70.9712479545859,7621.548242732396
84.0,139.04546686067428,82.6768802062511,86.7797098674437,68.67707556895402,171.147905796472,68.67707556894297,7474.045529483851
85.0,127.27205049833401,107.44619096643123,107.84119186699891,78.69395097995319,185.17153137186875,78.69395097994214,8125.440150039642
86.0,127.8024468035746,73.88705975083074,104.6002890679668,68.02641047718919,170.2369746680036,68.02641047717931,7432.393742468841
87.0,144.60215400417053,75.60336060946096,100.73318609454947,72.33491197301613,176.26887676215952,72.33491197300532,7709.699230084123
88.0,140.09492287711822,99.63074471016817,107.88062963981072,80.17832271387483,187.2496517993587,80.17832271386355,8223.593697247725
89.0,133.09936335948436,84.3796460487902,91.74367377057973,68.88902446439067,171.44463425008377,68.8890244643798,7487.630667928124
90.0,137.37444621914054,102.40453578716723,114.68289274320415,82.19466904399685,190.07253666152937,82.19466904398571,8357.595857795131
91.0,141.52962210225886,90.4536959544375,100.06065178748798,75.60116760125301,180.8416346416894,75.60116760124187,7922.278626524889
92.0,136.931807158671,95.99855723111061,108.07867509030814,78.23795278828413,184.5331339035325,78.23795278827306,8095.37166701998
93.0,136.83170677744403,105.60021367270265,93.51980627406144,76.75050786008427,182.4507110040513,76.7505078600725,7997.564872348321
94.0,120.02331810559775,73.75927759363476,103.13120563984697,65.26876509974977,166.3762711395894,65.26876509974025,7256.760133701866
95.0,106.43769095186968,88.6239207252984,101.70578538830307,65.22570501927693,166.31598702692682,65.22570501926732,7254.029131050725
96.0,116.46165008513138,93.63333042276042,81.22000999756197,63.62205603103736,164.07087844338966,63.62205603102669,7152.572182077831
97.0,106.49392754996857,102.90402242638633,94.40762565645052,67.29575753908178,169.2140605546519,67.29575753907167,7385.717681650452
98.0,110.0824205060754,90.88973040219217,110.79974212394444,69.63879206831868,172.4943088955843,69.63879206830894,7535.756637024826
99.0,113.63284109987373,94.91561903276,83.41389859975072,63.81245845072279,164.33744183094936,63.81245845071226,7164.592623041106
100.0,107.06726884674431,91.25418526272591,101.62540486440426,66.16084087468978,167.6251772245045,66.16084087468012,7313.417738179275
101.0,130.49719605992826,99.04365334890646,119.03408317850139,80.46321546688564,187.64850165357512,80.46321546687527,8242.48011372905
102.0,125.65201393204781,82.91825891764984,111.80744779074814,72.16991783544643,176.03788496956278,72.1699178354365,7699.014727850102
103.0,115.83329005048297,87.55885682822544,83.13825525369064,62.21482415660916,162.10075381919103,62.21482415659882,7063.945181614294
104.0,106.0140297366183,108.505936587117,113.43920482048824,74.39975621891092,179.15965870641165,74.39975621890092,7843.850385824302
105.0,132.83896824374793,86.3581177765708,86.93177280283383,67.9790761244785,170.17070657420632,67.97907612446761,7429.3668184252265
106.0,111.25748170684344,80.00971592658381,101.96906658824481,64.1871365358063,164.86199115006875,64.18713653579692,7188.266868207456
107.0,133.5838369080025,96.40789506870925,91.19735587783771,72.40855525136048,176.37197735183966,72.40855525134924,7714.469810583636
108.0,143.19461122652777,99.51587666783074,102.17416210045603,79.37783823379196,186.1289735272422,79.37783823378035,8170.609832416059
109.0,129.4688298493741,86.7840024971116,89.9092395800463,67.98884468429594,170.18438255795093,67.98884468428506,7429.991460641003
110.0,119.23890714605047,100.31384441857476,80.57573954519023,66.21426209114415,167.69996692753801,66.21426209113324,7316.8154402539085
111.0,109.64290562027665,71.84010568087011,81.6291520927588,55.327106880580615,152.457949632754,55.32710688057094,6635.598100458169
112.0,139.21842336044028,98.14631437520094,98.966953163493,76.86226202917975,182.60716684078605,76.8622620291684,8004.898620754547
113.0,108.91336642604006,89.6646350046733,98.93887083122263,65.44613890059027,166.6245944607652,65.44613890058051,7268.013447562737
114.0,111.92807479640061,87.35406596951893,95.94018937589493,64.7712735711428,165.67978299953865,64.77127357113295,7225.229214305607
115.0,129.63400392208865,95.40374603470575,81.81216039088179,68.19115010228006,170.4676101431275,68.1911501022686,7442.931792271117
116.0,119.98450458505884,95.03439662856945,100.12545034320351,70.63069163438406,173.88296828807432,70.63069163437338,7599.588999343722
117.0,139.25959364753288,96.3477452647578,86.51737708325719,72.6837399987132,176.75723599813298,72.68373999870165,7732.3053008639945
118.0,107.8227498960172,95.69677112825262,81.06045242166488,61.64116866059029,161.2976361247644,61.64116866057995,7027.924727438656
119.0,128.43102325093852,107.6092096569983,103.01896711503517,77.66447059501449,183.73025883295418,77.66447059500327,8057.612503659171
120.0,120.52679704826087,95.73152873769413,98.33011561966066,70.46718864873226,173.65406410816163,70.4671886487217,7589.054090244475
121.0,126.8246715726374,107.658592351061,95.44410551203097,74.97863806935479,179.97009329703099,74.97863806934353,7881.605536608817
122.0,143.44762255295657,106.21402567824255,87.83164539157185,77.20390988907371,183.08547384463571,77.20390988906145,8027.3336447868705
123.0,107.77445203500662,74.03112005509706,80.72887302606199,55.15718974006886,152.22006563603745,55.15718974005933,6625.145119960363
124.0,108.77771843023713,97.32027093665428,82.84754593840916,62.92515744275682,163.09522041979727,62.925157442746375,7108.634611390685
125.0,117.75902521175045,103.79501243877817,80.93087742943304,66.90732796471674,168.67025915053918,66.90732796470564,7360.945145167142
126.0,137.57873930355743,81.27419099093599,84.72659310486625,67.22927158806894,169.12098022323298,67.22927158805774,7381.475427016687
127.0,132.86948661456603,95.15771387119536,115.09888054108211,78.86061206674087,185.40485689337245,78.86061206673016,8136.439647505821
128.0,134.40284175215544,102.13923721539393,91.28138290285226,74.35984172661152,179.1037784171902,74.35984172659985,7841.249481120661
129.0,112.09758175118891,100.02459006563433,112.27338957069057,73.35163570223145,177.692289983061,73.35163570222136,7775.653447022769
130.0,144.62020568002694,86.50470707645707,94.88072343171133,73.82518711419746,178.35526195981168,73.82518711418618,7806.439608455501
131.0,136.05651842967987,83.63214161012071,117.23029302414258,77.03498619529901,182.8489806733552,77.03498619528887,8016.238138098891
132.0,139.3365100737205,87.15976109500073,110.03484271165989,76.92091584719287,182.68928218600595,76.92091584718223,8008.748666667587
133.0,135.1817149633873,74.12495475343731,116.10211626718267,73.64964293649395,178.10950011102938,73.64964293648394,7795.022284684686
134.0,125.21009489791429,103.05829864430967,92.80198404122447,72.37364046574254,176.32309665197445,72.37364046573137,7712.207916773403
135.0,140.82092913984803,85.56806714936653,80.43350605921194,68.1830889260301,170.45632449637776,68.18308892601854,7442.416015421222
136.0,141.21527905677056,73.65146707144534,92.7725455036166,68.4233210682076,170.792649495428,68.42332106819687,7457.7920569206935
137.0,143.0024786820322,108.02428587750225,102.93751552493144,82.0483176719252,189.8676447406274,82.04831767191324,8347.843597668529
138.0,130.27348848679196,87.93782087913279,91.72843086792258,69.09992359821227,171.73989303743363,69.09992359820137,7501.15701031716
139.0,118.14658181479663,96.90073824308153,110.09498117750721,73.57126506925265,177.99977109689036,73.57126506924232,7789.926513908827
140.0,136.66316174903395,101.58472571178216,83.64824412194761,72.61650928907095,176.6631130046334,72.61650928905934,7727.94656025173
141.0,124.77681218810326,72.30235040066577,101.98115529294942,65.90009349464367,167.2601308924407,65.90009349463399,7296.841453337302
142.0,122.66122005493509,105.508167310332,94.03660050208315,72.70764349041946,176.7907008865223,72.70764349040843,7733.855233377674
143.0,109.68268065710423,75.71966728211343,110.46042526869888,64.95963917881913,165.94349485028735,64.95963917881004,7237.162247675973
144.0,129.72872253265044,74.04490704491161,83.3642722445999,62.3935005359512,162.3509007502701,62.393500535940596,7075.177263481329
145.0,133.0387652583648,72.91052025456774,112.87440237161425,71.7128493778289,175.3979891288989,71.71284937781897,7669.443477580374
146.0,133.24968908625985,73.25395122567599,83.39350856340768,63.20504378688693,163.48706130158,63.20504378687648,7126.269576851634
147.0,144.46558314004702,84.9708318302448,94.82568588267563,73.31238260383626,177.63733564530625,73.31238260382496,7773.103470972681
148.0,137.5119826903001,107.88994309535434,119.44004255291483,85.247637746661,194.34669284525842,85.24763774664989,8561.96313245811
149.0,135.13512741035765,85.05038342123663,83.34002866794675,67.21339397047522,169.09875155860178,67.21339397046398,7380.46245181652
150.0,136.08587663709747,92.3361699894322,96.96888036987906,73.64439029308366,178.10214641025246,73.64439029307255,7794.680745245949
151.0,141.25417540378945,74.44789929224605,99.70500417163436,70.70796437286562,173.9911501219492,70.70796437285497,7604.5696477065785
152.0,105.45414579069676,88.74642567976505,82.25213102727349,59.250794852295826,157.95111279315344,59.25079485228596,6878.50505441366
153.0,109.75271665072287,74.7010498710842,105.96841208464255,63.359464296034666,163.7032500143893,63.35946429602563,7136.005626448325
154.0,134.84179517061693,93.33475060388639,118.48690193898167,79.90101403339993,186.86141964669554,79.9010140333895,8205.224894249382
155.0,119.99482318094816,81.42848345127443,114.7439651275784,70.93155051760938,174.30417072459178,70.93155051759977,7618.987394957556
156.0,113.9438335407781,108.52890157762445,80.48617898759265,67.04673944296208,168.86543522008213,67.04673944295094,7369.832965287212
157.0,143.79515306830555,71.72639647802305,115.64572454792284,75.34331591009537,180.4806422740709,75.34331591008512,7905.422883435131
158.0,126.108044363452,109.71859184477202,82.95186258941595,71.69955846991688,175.37938185781772,71.69955846990534,7668.584182355442
159.0,127.15417137605283,108.77210142476396,100.92391376680595,77.01476075520588,182.82066505722224,77.01476075519454,8014.910023736094
160.0,130.1759455254105,97.82994755938469,98.18164259071094,73.87868696340645,178.4301617487042,73.87868696339541,7809.920384016279
161.0,130.10232320336254,93.372572476924,116.04632041963956,77.80035767647088,183.92050074699486,77.80035767646034,8066.553907815229
162.0,106.81785521365832,81.2385275836892,118.01645936306235,67.96260063543491,170.14764088954905,67.96260063542589,7428.313348510415
163.0,140.61055135563666,88.22627011142852,104.80530391206148,76.07121334682418,181.49969868548922,76.07121334681322,7953.038049092103
164.0,116.0952473192453,77.52484638895045,98.54793619759928,63.87294997231332,164.42212996117811,63.87294997230354,7168.4130044600415
165.0,119.13408912104211,93.34624447403488,83.10938547859939,64.87932913933837,165.8310607950106,64.87932913932735,7232.0737497839955
166.0,143.97579230664667,109.44842977918412,107.9264685607898,84.2207913666765,192.9091079132792,84.2207913666648,8493.027449389398
167.0,126.44385465376482,82.38110465145311,112.55180078827794,72.4637529686966,176.44925415611272,72.46375296868652,7718.046172460292
168.0,132.38924690215518,76.50467757379565,116.4370873797537,73.62676819287536,178.07747546996356,73.62676819286554,7793.53495251428
169.0,137.90148971692676,107.99199653167696,109.0287803355344,82.33007840712237,190.26210976990464,82.33007840711102,8366.622619123493
170.0,129.5366078374316,86.72972145162475,117.30913933416053,76.05160841861482,181.4722517859975,76.0516084186045,7951.754277367092
171.0,139.64255558001634,71.80874680424758,81.05467897989008,63.97234746006681,164.5612864440312,63.972347460055936,7174.69203046735
172.0,120.05853467512199,102.4221332312733,119.49104517259778,78.52109208207868,184.9295289148458,78.5210920820685,8114.037189232336
173.0,111.01667564414113,93.7652286140854,95.23563426524086,66.18162897751169,167.6542805684541,66.18162897750152,7314.739840795682
174.0,143.79657591258413,103.68475692542835,113.53314818844552,84.12190618427547,192.77066865791852,84.121906184264,8486.399548923739
175.0,123.7477263917988,86.5927800935066,90.93628287722825,66.5519968713549,168.17279561983432,66.55199687134439,7338.308661413904
176.0,107.25501986603709,104.58889505020213,112.51604036520311,73.34116331809277,177.67762864526668,73.34116331808283,7774.9731069695645
177.0,144.98870693144522,109.86547348295622,102.2172682241051,82.96219077605484,191.14706708640867,82.96219077604295,8408.807158941338
178.0,135.75949660722043,107.79062919529713,113.98589562709645,83.09882983226225,191.33836176510053,83.09882983225117,8417.935878899418
179.0,114.8939240697279,88.02176541240374,85.1663766060598,62.671195908312704,162.73967427157615,62.67119590830251,7092.646012756854
180.0,143.1620410903489,94.2469853780352,89.1457122201385,73.98668784958821,178.58136298935787,73.98668784957651,7816.948734323787
181.0,131.86802737623427,94.72512961831583,94.32650872131362,72.32931344586444,176.26103882414577,72.32931344585343,7709.336602091618
182.0,109.54230368798517,96.86292782371198,100.81230803615173,68.29927633762392,170.61898687261103,68.29927633761388,7449.8512105302
183.0,135.89273566942558,90.80654004447973,114.08726001274161,78.17251050785937,184.4415147109388,78.17251050784876,8091.059657093828
184.0,127.07627355097942,92.43751886141546,115.06614410633381,76.34704015258903,181.88585621356094,76.34704015257867,7971.107523194424
185.0,121.13931464849588,75.36060913802562,81.15130705253355,59.603303187978106,158.4446244631089,59.60330318796797,6900.471579672986
186.0,135.20549022694476,94.8123820541386,108.16319072396894,77.40619500150832,183.3686730020466,77.40619500149732,8040.627596218472
187.0,113.51856646035642,75.45485902347079,80.58178662671527,57.22212120900372,155.11096969254518,57.22212120899353,6752.548315676545
188.0,119.02350235226388,93.59670747418532,95.68976180398928,68.62057989132711,171.06881184779482,68.62057989131648,7470.425809792308
189.0,122.49899688094916,106.16634777974994,93.93021868093201,72.82222451226687,176.95111431710845,72.8222245122557,7741.286321777662
190.0,125.55957956639243,101.34612050964571,95.8617112928508,72.87276804969548,177.02187526950885,72.8727680496846,7744.565089304018
191.0,129.88346800911495,104.4945483498698,117.98082494630569,81.57612979569612,189.20658171390897,81.57612979568532,8316.406723051701
192.0,110.88293923716152,107.06350500645978,99.68465172318153,71.36208704908145,174.90692186865024,71.36208704907106,7646.77695845541
193.0,115.32977553195833,88.36543024953045,119.20130301141909,72.91073788028797,177.07503303234148,72.91073788027838,7747.028518366542
194.0,124.70472375971478,83.15006441150032,105.33603417266903,70.05612421881077,173.0785739062728,70.05612421880053,7562.590658619427
195.0,114.60582475112773,73.03453312434655,85.15518887642597,58.17516080940286,156.44522513310426,58.1751608093931,6811.623257989306
196.0,110.1218335583109,76.07610774049178,85.5530869059764,57.86794947201415,156.0151292607603,57.86794947200452,6792.56162271576
197.0,130.63498979212858,77.27520337596579,93.82669133295452,66.687318970918,168.36224655922317,66.68731897090764,7346.926565813018
198.0,140.87153639624046,88.95846561051489,106.70230954084109,76.92126810225656,182.6897753430944,76.92126810224545,8008.771790724539
199.0,111.8927948480652,77.69156075234683,81.63474465065916,57.711500073864954,155.7961001033511,57.7115000738551,6782.861265087689
200.0,111.75740252288658,81.14361356127834,87.08041937106987,60.28865748685441,159.4041204815357,60.288657486844606,6943.247087321486
201.0,108.54810135028222,74.82543484402403,98.43115072130902,60.8249079163775,160.1548710828695,60.82490791636825,6976.778832807005
202.0,113.2533487362317,84.57079444192301,100.13669083419427,65.57671588600593,166.80740224034705,65.57671588599595,7276.301609625675
203.0,132.61579314517462,71.57248559364396,111.9764159563617,70.93079255742705,174.3031095803362,70.93079255741702,7618.938502512336
204.0,130.11601557963633,73.27036127795488,114.94314496427108,71.56750641821571,175.19450898544068,71.56750641820582,7660.04846654016
205.0,141.83489602127253,72.44311839419456,91.07510592588815,67.75091774747884,169.85128484640813,67.75091774746822,7414.782593775612
206.0,137.24805119172245,99.93038761534633,87.38084077425509,73.39978811217678,177.75970335698196,73.39978811216513,7778.781944515205
207.0,113.37397293346841,84.81888411165528,99.38091940764085,65.46287542730452,166.6480255981652,65.4628754272948,7269.075590028075
208.0,129.73019086121184,84.75654558279089,98.50138864532592,69.99650737923582,172.99511033086733,69.99650737922545,7558.755327851384
209.0,134.89883752535025,71.46732811562391,90.09747777376083,65.13636571023731,166.19091199427075,65.13636571022687,7248.364083552439
210.0,133.53398343538208,105.80827350748797,100.46709768462665,77.88510430222776,184.03914602305255,77.88510430221635,8072.13203716259
211.0,126.28453941061262,74.28688045359104,97.89649467293819,65.72585721682736,167.0162001034972,65.72585721681726,7285.7720848724875
212.0,126.30469065820093,79.69882014538919,90.76972923797524,65.22742354165806,166.31839295825952,65.22742354164777,7254.138118258464
213.0,120.0913665241849,70.80284791110905,92.88316662332713,61.405112076085416,160.96715690645993,61.405112076075696,7013.120673399169
214.0,113.45792027986178,83.09989408711658,84.79048527277004,60.6906763646527,159.966946910453,60.69067636464264,6968.380195007411
215.0,140.6210912295958,93.74369814216195,107.16409276577959,78.3908476875334,184.74718676248142,78.3908476875224,8105.449132174113
216.0,136.56684954429352,89.9376879571623,83.47681152349695,69.11216147794957,171.75702606906492,69.11216147793822,7501.942165641474
217.0,126.48426167274191,93.47364472083517,109.81757896737321,74.93396628265424,179.90755279565226,74.93396628264382,7878.68973404526
218.0,122.26638184918718,75.10321211182256,91.35103623194898,62.859008880302724,163.00261243236318,62.859008880292755,7104.468928647942
219.0,119.5232918559454,95.83668965326405,102.83113218675648,71.526798145894,175.13751740418834,71.5267981458835,7657.417793045122
220.0,119.24386903591385,109.46060995171919,104.23099277427548,75.86337404764248,181.20872366663437,75.86337404763162,7939.432021312472
221.0,114.48907166943978,74.07129890481615,86.11436556737328,58.727863571087845,157.21900899946328,58.72786357107806,6845.962220680443
222.0,114.83830913538033,76.42725493038223,87.46268096205223,59.92007206702488,158.88810089377478,59.92007206701506,6920.231186893448
223.0,116.40380674775389,76.93494381179019,115.87061698505701,68.88510810137376,171.43915134186287,68.88510810136441,7487.379566015479
224.0,108.20934982646568,90.98045558281018,96.41587307958646,64.8840230849805,165.8376323189113,64.88402308497047,7232.371127533779
225.0,144.29514467634425,74.4815560867221,95.91422396182966,70.49733080146184,173.69626312198324,70.49733080145083,7590.995842365592
226.0,143.77881733101475,104.62028503575921,112.68288283797119,84.14176035435985,192.7984644960368,84.14176035434846,8487.730149613313
227.0,115.3161130817976,76.83550349560264,106.74572879697723,65.85216040424908,167.1930245658886,65.85216040423973,7293.795649862547
228.0,142.17503956510342,92.2705157205572,102.864507578796,77.15001848956848,183.01002588533066,77.15001848955741,8023.793276566479
229.0,116.19916374641137,100.77971732767747,87.48174994230094,67.48842088719533,169.4837892420098,67.48842088718456,7398.015663251819
230.0,117.94716945616975,87.01745754465668,100.3044151473782,67.7261888671403,169.81666441393418,67.72618886713008,7413.202482108905
231.0,114.69638929660321,74.59347298956814,104.4248016976653,64.32784234820757,165.05897928743076,64.32784234819825,7197.164347629239
